ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing,Prison_Offense_Missing
13420,M,BLACK,33-37,21,False,8.0,High,At least some college,0,Property,1-2 years,7,5,2,4,1,5 or more,False,False,1,4 or more,True,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,46.33333333,0.0,0.333333343,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13421,M,BLACK,38-42,8,False,4.0,Standard,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,8,1,1,0,5 or more,1,False,True,3 or more,0,False,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,True,4 or more,0,0,1,101.4705882,0.05882353,0.0,0.0,0.0,0.176231884,0.423478261,False,False,False,False,False,1,0,0,0,0,0,0,1
13422,M,WHITE,33-37,8,False,5.0,Standard,At least some college,3 or more,Violent/Non-Sex,1-2 years,4,2,0,2,2,1,True,False,0,1,False,1,2 or more,False,True,False,False,False,True,False,True,False,False,False,False,4 or more,2,0,0,60.6,0.0,0.0,0.0,0.0,0.894389439,0.602722772,False,False,False,False,False,1,0,0,0,0,0,0,0
13423,M,BLACK,48 or older,11,False,4.0,Standard,Less than HS diploma,2,Other,Greater than 2 to 3 years,10 or more,4,2,3,1,0,False,True,3 or more,1,False,1,1,False,False,True,False,False,False,True,False,False,False,False,True,1,0,0,2,61.09090909,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,1,0,0,0,0,0,0,0
13424,M,WHITE,33-37,24,False,4.0,Standard,High School Diploma,0,Property,1-2 years,7,6 or more,1,4,3,0,False,False,2,2,False,0,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,0,10 or more,0,0,182.5,0.0,0.0,0.0,0.0,0.212785388,0.333561644,True,True,True,False,False,0,0,0,0,0,0,0,0
13425,M,WHITE,33-37,3,False,10.0,Specialized,High School Diploma,2,Property,1-2 years,8,6 or more,1,5 or more,0,4,False,False,3 or more,2,False,3 or more,0,False,False,False,False,False,True,True,False,False,False,False,False,4 or more,0,0,3 or more,,0.176650053,,0.024070794,0.092851503,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,0
13427,M,WHITE,43-47,22,False,6.0,Specialized,High School Diploma,0,Other,More than 3 years,10 or more,6 or more,3 or more,5 or more,1,3,False,False,0,4 or more,True,2,0,True,False,False,False,False,False,False,True,True,True,False,False,0,0,0,3 or more,,0.009478424,1.301e-06,3.47e-06,0.000551281,0.178343949,1.0,False,True,True,False,False,1,0,1,1,1,1,1,0
13428,M,BLACK,33-37,5,False,5.0,Standard,High School Diploma,1,Drug,Less than 1 year,8,6 or more,3 or more,1,4,2,True,False,2,3,False,0,2 or more,False,False,False,False,True,True,False,False,False,False,False,False,0,0,0,0,,0.52450848,,7.2572e-05,0.004064458,0.0,0.0,False,True,False,True,False,0,0,1,1,1,1,1,0
13429,M,WHITE,43-47,24,False,4.0,Standard,High School Diploma,0,Drug,Less than 1 year,7,6 or more,1,2,2,5 or more,True,False,3 or more,3,False,2,1,True,False,False,False,False,True,False,True,False,True,True,False,4 or more,7,0,0,19.76923077,0.025641026,0.0,0.025641026,0.025641026,0.164721141,0.473735409,False,True,True,False,False,1,0,0,0,0,0,0,0
13430,M,BLACK,28-32,8,False,6.0,Standard,Less than HS diploma,3 or more,Other,1-2 years,7,6 or more,0,1,2,5 or more,False,True,1,4 or more,False,1,2 or more,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,83.649469904,,0.002780639,0.001033644,0.005630396,0.538194444,1.0,False,True,False,True,False,0,0,1,1,1,1,1,0
13431,M,BLACK,48 or older,4,False,3.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,2,0,5 or more,0,2,False,False,2,0,False,1,0,False,False,False,False,True,True,False,True,False,False,True,True,4 or more,0,0,1,492.0,0.0,0.0,0.0,0.0,0.715447154,0.742378049,False,False,False,False,False,0,0,0,0,0,0,0,0
13432,M,WHITE,28-32,22,False,10.0,Specialized,High School Diploma,0,Property,More than 3 years,7,4,0,5 or more,0,5 or more,False,False,1,1,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,3 or more,38.22222222,0.0,0.0,0.0,0.0,0.962209302,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13433,M,BLACK,28-32,1,False,5.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,7,1,1,1,3,2,False,True,2,2,True,0,2 or more,False,False,False,False,False,False,True,True,True,False,False,True,3,10 or more,3 or more,2,62.6,0.5,0.0,0.0,0.0,0.739616613,0.583466454,False,False,False,False,False,1,0,0,0,0,0,0,0
13434,F,WHITE,28-32,15,False,9.0,High,High School Diploma,2,Violent/Non-Sex,Less than 1 year,9,6 or more,0,2,5 or more,4,False,False,2,4 or more,False,2,2 or more,True,False,False,False,True,True,False,False,False,False,False,True,0,2,0,1,12.86666667,0.0,0.0,0.033333335,0.0,0.375647668,0.946243523,False,True,True,False,False,1,1,0,0,0,0,0,0
13435,M,BLACK,23-27,7,False,10.0,Specialized,At least some college,1,Property,More than 3 years,3,0,0,3,0,1,False,False,1,2,True,3 or more,0,False,False,False,False,False,False,False,False,True,False,False,False,4 or more,0,0,0,30.0,0.25,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13438,M,WHITE,43-47,11,False,10.0,Specialized,At least some college,1,Other,1-2 years,10 or more,6 or more,1,5 or more,4,5 or more,False,True,3 or more,1,False,2,0,True,False,False,False,False,False,False,False,False,True,False,False,3,0,0,2,92.33333333,0.0,0.0,0.333333343,0.0,1.0,2.0,False,False,False,False,False,0,0,0,0,0,0,0,0
13439,M,WHITE,48 or older,1,False,7.0,Standard,High School Diploma,1,Drug,1-2 years,10 or more,5,0,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,1,49.079714839,0.33605614,,0.070536909,0.019788917,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,0
13440,M,WHITE,28-32,9,True,9.0,Specialized,Less than HS diploma,0,Other,1-2 years,10 or more,6 or more,3 or more,4,4,4,False,True,3 or more,4 or more,False,3 or more,2 or more,True,False,True,False,True,True,False,False,False,False,False,True,4 or more,9,0,3 or more,16.44444444,0.111111112,0.0,0.111111112,0.0,1.0,2.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13441,M,BLACK,28-32,16,False,5.0,High,High School Diploma,0,Drug,1-2 years,1,1,0,0,1,0,False,False,1,0,False,0,1,False,False,False,True,False,True,True,False,False,False,False,False,0,0,0,0,80.27272727,0.045454547,0.0,0.0,0.0,0.906002265,0.413646659,True,False,False,False,False,0,0,0,0,0,0,0,0
13442,M,BLACK,28-32,8,False,4.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,4,3,0,3,1,2,False,False,1,0,False,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,161.5,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,1,0,0,0,0,0,0,1
13443,M,WHITE,18-22,1,False,7.0,High,Less than HS diploma,0,Property,Less than 1 year,4,0,0,2,0,1,False,False,1,0,False,1,0,False,False,False,True,False,False,True,False,False,False,False,False,0,0,0,1,41.3,0.0,0.0,0.0,0.0,1.0,0.884382567,False,False,False,False,False,1,0,0,0,0,0,0,0
13444,M,BLACK,48 or older,4,False,3.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,9,3,3 or more,3,2,1,False,False,3 or more,0,True,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,442.2452803,0.120623283,0.002543492,,0.118199864,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,0
13445,M,WHITE,33-37,20,False,4.0,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,2,1,1,1,0,False,False,2,1,True,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,355.0,0.0,0.0,0.0,0.0,0.907746479,0.25721831,False,False,False,False,False,0,0,0,0,0,0,0,0
13446,M,WHITE,38-42,7,False,3.0,Standard,At least some college,0,,Less than 1 year,7,6 or more,0,0,5 or more,3,False,True,2,3,False,0,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,168.178902407,0.210909608,,0.04813527,0.103596203,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1,1
13447,M,WHITE,33-37,5,False,3.0,,At least some college,1,,Less than 1 year,2,1,0,0,2,0,False,False,1,2,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,5,0,0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,1
13448,M,BLACK,23-27,6,False,10.0,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,4,0,1,2,0,1,False,False,1,0,False,2,0,False,False,False,False,False,False,True,True,False,True,False,False,0,0,0,3 or more,113.8333333,0.166666672,0.0,0.0,0.0,0.554904832,1.06954612,False,True,False,True,False,1,0,0,0,0,0,0,0
13449,M,BLACK,33-37,21,False,4.0,Standard,Less than HS diploma,2,Property,Less than 1 year,10 or more,6 or more,2,5 or more,1,5 or more,True,True,3 or more,4 or more,True,3 or more,0,True,True,False,False,False,False,False,False,False,False,False,True,0,0,0,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13450,M,WHITE,48 or older,4,False,7.0,Standard,At least some college,3 or more,Property,1-2 years,10 or more,6 or more,2,5 or more,4,5 or more,False,False,3 or more,2,False,3 or more,0,True,False,False,True,False,True,False,False,False,False,False,False,3,2,0,1,81.1,0.0,0.0,0.0,0.0,0.564734895,0.450369914,False,True,False,True,False,0,0,0,0,0,0,0,0
13451,M,WHITE,48 or older,11,False,1.0,,At least some college,3 or more,Property,1-2 years,9,3,1,5 or more,0,2,False,False,3 or more,1,True,2,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,2,103.4,0.0,0.0,0.0,0.0,1.0,0.353239845,False,False,False,False,False,1,0,0,0,0,0,0,0
13452,M,WHITE,28-32,25,False,6.0,Standard,At least some college,1,Violent/Non-Sex,Less than 1 year,3,3,0,2,2,0,False,False,0,1,False,1,1,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,1,90.33333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,1
13454,M,BLACK,33-37,2,False,3.0,Standard,At least some college,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,2,5 or more,5 or more,False,True,3 or more,4 or more,False,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,77.4,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13455,M,WHITE,33-37,17,False,5.0,High,High School Diploma,2,Drug,Less than 1 year,8,5,2,1,3,4,True,False,2,1,False,0,2 or more,False,False,False,False,True,True,False,True,False,True,False,True,1,2,0,2,36.4,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13456,M,BLACK,18-22,9,False,6.0,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,119.75,0.0,0.0,0.0,0.0,0.407098121,0.762526096,False,False,False,False,False,1,0,0,0,0,0,0,0
13458,M,WHITE,28-32,10,True,1.0,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,5,4,2,2,0,4,True,False,3 or more,3,True,1,0,True,False,False,False,False,True,False,True,False,False,False,False,0,6,0,1,13.0,0.0,0.0,0.0,0.071428575,1.0,1.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13459,M,BLACK,23-27,4,False,8.0,High,High School Diploma,1,Property,1-2 years,5,3,0,5 or more,0,4,False,True,3 or more,0,False,2,0,False,False,True,False,False,True,True,False,False,False,True,False,0,0,0,0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13460,M,BLACK,28-32,23,False,10.0,Specialized,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,2,3 or more,3,1,5 or more,False,False,2,3,False,3 or more,1,True,False,False,False,False,True,False,False,False,False,False,False,0,1,3 or more,2,14.04545455,0.090909094,0.090909094,0.0,0.0,0.870550162,1.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13461,M,BLACK,28-32,19,True,7.0,Standard,Less than HS diploma,1,Drug,1-2 years,3,4,0,2,1,4,False,False,2,2,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,127.5555556,0.111111112,0.0,0.0,0.0,0.977351916,0.636324042,False,False,False,False,False,0,0,0,0,0,0,0,0
13462,M,BLACK,48 or older,24,False,3.0,High,Less than HS diploma,2,Drug,1-2 years,6,6 or more,1,2,2,2,False,False,1,3,False,0,1,False,False,False,True,True,False,False,False,False,False,True,True,4 or more,10 or more,0,0,33.18181818,0.060606062,0.121212125,0.0,0.0,0.192694064,0.333561644,True,True,False,False,True,1,0,0,0,0,0,0,0
13463,F,WHITE,43-47,24,False,,Standard,High School Diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,0,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,1,0,0,0,0,0,0
13464,M,BLACK,48 or older,11,False,3.0,Standard,Less than HS diploma,3 or more,Property,More than 3 years,7,6 or more,3 or more,5 or more,0,5 or more,False,False,0,4 or more,True,2,0,True,False,False,False,True,False,True,False,False,False,False,False,0,0,0,1,35.8,0.0,0.0,0.0,0.0,0.197765363,0.408100559,True,True,False,True,False,1,0,0,0,0,0,0,0
13465,M,BLACK,28-32,22,True,9.0,Specialized,Less than HS diploma,0,Drug,Greater than 2 to 3 years,6,5,1,0,4,5 or more,False,False,0,3,False,0,1,True,False,False,False,True,False,False,False,False,False,False,False,3,3,3 or more,1,65.75,0.25,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13466,M,WHITE,38-42,4,False,8.0,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,0,5 or more,3,4,False,False,3 or more,3,False,3 or more,1,False,False,False,False,False,True,False,False,False,False,False,False,4 or more,3,3 or more,0,215.5,0.0,0.5,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13467,M,WHITE,43-47,15,False,1.0,Standard,At least some college,1,,1-2 years,5,6 or more,2,2,2,0,False,False,1,2,True,0,2 or more,False,False,False,False,False,True,True,False,False,True,True,True,0,0,3 or more,3 or more,249.8,0.0,0.0,0.0,0.200000003,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,1
13468,M,WHITE,48 or older,23,False,4.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,0,False,True,3 or more,3,True,3 or more,0,False,False,True,False,True,True,True,False,False,False,False,False,0,5,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13469,M,BLACK,38-42,8,False,3.0,,Less than HS diploma,1,Property,Less than 1 year,8,6 or more,3 or more,4,3,5 or more,True,True,2,4 or more,True,2,0,True,True,False,False,False,True,False,False,False,False,False,False,0,1,1,0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13470,M,BLACK,23-27,2,False,8.0,High,High School Diploma,2,Property,Less than 1 year,9,3,0,3,1,4,False,False,0,1,False,0,1,False,False,False,False,False,True,True,False,False,True,False,True,2,0,0,0,,0.139602229,0.007169767,0.007409882,,0.0,0.0,True,True,True,False,False,1,0,1,1,1,1,1,0
13471,M,WHITE,38-42,12,True,8.0,High,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,5 or more,4,False,False,3 or more,3,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,1,0,3 or more,54.48571429,0.0,0.0,0.0,0.0,0.839014158,1.723780808,False,False,False,False,False,1,0,0,0,0,0,0,0
13472,M,BLACK,48 or older,11,False,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,0,3,True,True,3 or more,2,True,3 or more,0,False,False,False,False,False,True,True,True,False,False,False,False,0,3,0,1,349.6666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13473,M,BLACK,33-37,19,False,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,6,6 or more,1,2,2,4,False,True,2,4 or more,True,1,0,False,False,False,False,True,True,True,True,False,False,False,False,0,0,0,2,181.75,0.0,0.0,0.0,0.0,1.0,2.009628611,False,True,False,True,False,1,0,0,0,0,0,0,0
13474,M,WHITE,33-37,17,False,10.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,6,6 or more,0,0,5 or more,5 or more,False,False,3 or more,4 or more,False,0,2 or more,True,False,False,False,True,True,False,False,False,True,False,False,0,0,0,2,73.581502196,0.02440852,0.007445987,8.28e-06,0.017802185,1.0,0.725422046,False,False,False,False,False,0,0,1,1,1,1,1,0
13475,M,BLACK,33-37,3,True,5.0,Standard,High School Diploma,3 or more,Drug,Less than 1 year,5,6 or more,0,0,5 or more,4,False,False,3 or more,1,False,0,2 or more,False,False,False,False,False,True,False,False,False,True,False,False,0,3,0,0,62.33333333,0.06666667,0.06666667,0.06666667,0.0,0.0,0.0,False,True,False,False,True,1,0,0,0,0,0,0,0
13476,M,WHITE,48 or older,16,False,8.0,Standard,High School Diploma,0,Property,More than 3 years,10 or more,1,2,5 or more,0,0,False,True,3 or more,0,True,3 or more,0,False,False,True,False,False,True,False,True,False,False,False,False,2,0,1,2,241.1666667,0.0,0.0,0.0,0.0,0.9032481,0.252418798,False,False,False,False,False,1,0,0,0,0,0,0,0
13477,F,WHITE,48 or older,1,False,3.0,,High School Diploma,1,Drug,1-2 years,9,6 or more,0,2,5 or more,2,False,False,3 or more,2,False,0,2 or more,False,False,False,False,False,True,False,False,False,True,False,True,0,6,0,3 or more,22.44,0.0,0.0,0.0,0.0,0.591800357,1.302139037,False,False,False,False,False,1,1,0,0,0,0,0,0
13478,M,BLACK,38-42,21,False,9.0,Standard,High School Diploma,2,Drug,Greater than 2 to 3 years,9,5,2,2,5 or more,4,False,True,3 or more,4 or more,True,2,2 or more,True,False,True,True,False,True,False,False,False,False,True,False,2,3,3 or more,2,58.35,0.200000003,0.0,0.0,0.0,0.872322194,0.312982005,False,True,False,False,True,1,0,0,0,0,0,0,0
13479,F,BLACK,33-37,19,False,4.0,Standard,High School Diploma,3 or more,Property,1-2 years,5,6 or more,2,5 or more,0,0,False,False,3 or more,4 or more,False,3 or more,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,2,66.746647925,0.118594393,,,2.5e-06,0.0,0.0,False,True,True,False,False,1,1,1,1,1,1,1,0
13480,M,WHITE,28-32,8,False,,,High School Diploma,1,Other,1-2 years,6,6 or more,3 or more,3,0,3,False,True,3 or more,2,True,2,0,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,42.530269208,0.196593754,3.2461e-05,0.000257415,,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
13481,M,BLACK,33-37,20,False,5.0,Standard,Less than HS diploma,0,Other,Less than 1 year,4,6 or more,0,3,5 or more,1,False,True,2,4 or more,False,2,2 or more,True,False,True,False,False,False,True,False,False,False,False,False,0,0,0,2,184.739943597,0.021783655,0.004913949,0.0,0.003796593,0.0,0.0,False,True,False,False,True,0,0,1,1,1,1,1,0
13482,M,BLACK,38-42,8,False,4.0,Standard,At least some college,1,Other,Less than 1 year,4,3,0,2,2,1,False,True,2,1,False,1,2 or more,False,False,True,False,True,True,False,False,False,False,False,False,0,0,0,1,76.6,0.0,0.0,0.0,0.0,1.0,0.953655352,False,False,False,False,False,0,0,0,0,0,0,0,0
13483,M,WHITE,43-47,14,False,8.0,High,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,False,True,3 or more,4 or more,True,3 or more,1,True,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,162.664941492,0.543451105,0.003778066,0.002204206,0.067465845,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1,0
13484,M,BLACK,28-32,19,True,7.0,High,High School Diploma,0,Drug,Greater than 2 to 3 years,5,4,1,0,2,1,True,False,0,1,False,0,1,False,False,False,False,False,False,True,False,False,True,False,True,0,0,0,0,190.8,0.100000001,0.100000001,0.0,0.0,0.134696017,0.382861635,False,True,False,False,True,0,0,0,0,0,0,0,1
13485,M,BLACK,43-47,2,False,4.0,Standard,High School Diploma,3 or more,Drug,1-2 years,5,6 or more,1,3,2,5 or more,False,False,3 or more,4 or more,True,2,2 or more,True,False,False,False,False,True,True,True,False,True,False,True,4 or more,0,0,0,276.0,1.0,0.0,0.0,0.0,0.355072464,1.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13486,M,WHITE,43-47,17,False,4.0,,High School Diploma,0,Property,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,True,False,3 or more,4 or more,False,3 or more,2 or more,False,False,False,True,True,False,False,False,False,True,False,False,4 or more,0,0,0,92.5,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13487,F,BLACK,48 or older,19,False,4.0,Standard,High School Diploma,3 or more,Drug,More than 3 years,10 or more,3,0,5 or more,4,5 or more,False,False,3 or more,3,False,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,True,False,1,10 or more,3 or more,0,82.14285714,0.0,0.0,0.0,0.0,0.788695652,0.317608696,True,False,False,False,False,1,1,0,0,0,0,0,0
13488,M,WHITE,43-47,24,False,2.0,Standard,At least some college,0,Other,1-2 years,10 or more,5,1,5 or more,2,2,False,False,2,3,False,1,1,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,1,50.4,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13489,M,BLACK,38-42,25,False,4.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,2,5 or more,0,4,True,True,3 or more,4 or more,True,1,0,True,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,39.42857143,0.0,0.0,0.0,0.0,0.344202899,1.0,True,True,False,False,True,1,0,0,0,0,0,0,0
13490,M,WHITE,18-22,8,False,8.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,3,0,0,3,0,0,False,False,1,0,False,3 or more,0,False,False,False,True,False,True,True,False,False,False,False,False,0,7,0,1,134.0,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13491,M,BLACK,28-32,11,False,7.0,Standard,Less than HS diploma,3 or more,,1-2 years,10 or more,5,2,4,5 or more,1,True,True,1,3,True,1,2 or more,False,True,True,False,False,True,True,False,False,True,False,False,0,0,0,3 or more,29.953692536,0.068871689,2.279e-06,0.008541643,0.003203805,1.0,1.0,False,True,True,False,False,1,0,1,1,1,1,1,1
13492,M,BLACK,43-47,11,False,4.0,Standard,At least some college,2,Drug,More than 3 years,1,1,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,3,0,0,3 or more,52.3,0.0,0.050000001,0.0,0.0,1.0,1.396749522,False,True,False,False,True,0,0,0,0,0,0,0,0
13493,F,WHITE,23-27,7,False,7.0,High,High School Diploma,3 or more,Property,Less than 1 year,8,6 or more,1,3,0,5 or more,True,False,2,2,False,1,0,True,False,False,False,False,True,False,False,False,True,True,True,4 or more,2,2,3 or more,46.25,0.0,0.166666672,0.0,0.166666672,0.94954955,1.316216216,False,True,False,True,False,0,1,0,0,0,0,0,0
13494,M,BLACK,38-42,25,False,3.0,Standard,High School Diploma,0,Drug,Less than 1 year,10 or more,6 or more,2,5 or more,5 or more,5 or more,False,True,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,4,0,3 or more,27.71428571,0.0,0.0,0.0,0.0,0.180412371,0.941365979,False,True,True,False,False,1,0,0,0,0,0,0,0
13495,M,WHITE,43-47,22,False,4.0,Standard,At least some college,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,True,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,3,2,3 or more,1,4.466666667,0.0,0.033333335,0.100000001,0.0,0.888059701,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13496,M,BLACK,48 or older,4,False,2.0,Standard,Less than HS diploma,1,Property,Less than 1 year,2,6 or more,2,1,0,2,True,False,2,2,True,1,0,False,False,False,False,False,True,False,True,False,False,False,False,0,6,0,0,48.7,0.0,0.0,0.0,0.0,0.012320329,0.75,True,False,False,False,False,1,0,0,0,0,0,0,0
13497,M,BLACK,28-32,24,False,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,7,6 or more,0,4,2,4,False,False,2,1,False,1,2 or more,False,False,False,False,False,True,True,False,False,False,False,True,4 or more,5,2,2,231.5,0.166666672,0.0,0.0,0.0,0.249820014,0.262958963,False,True,False,True,False,1,0,0,0,0,0,0,1
13498,M,BLACK,48 or older,7,False,4.0,Standard,High School Diploma,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,2,4,5 or more,True,True,3 or more,4 or more,True,1,2 or more,True,True,False,False,False,True,False,True,False,True,False,False,0,8,3 or more,1,49.2,0.0,0.0,0.0,0.0,0.833333333,1.484756098,False,True,False,False,True,1,0,0,0,0,0,0,0
