ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing
10047,M,BLACK,28-32,7,True,6.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,5,2,1,0,1,4,True,True,0,3,True,0,0,True,False,True,False,False,False,True,True,False,False,False,False,0,0,0,0,37.66666667,0.0,0.0,0.0,0.0,0.668141593,2.0,False,True,False,False,True,1,0,0,0,0,0,0
10048,M,BLACK,23-27,25,True,6.0,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,3,3,3 or more,1,1,1,True,False,0,4 or more,True,1,0,True,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,226.425420708,0.153071353,0.00108772,0.000180948,,0.340101523,1.0,False,True,True,False,False,1,0,1,1,1,1,1
10049,M,BLACK,28-32,1,False,6.0,Specialized,At least some college,0,Violent/Non-Sex,More than 3 years,6,2,1,2,3,0,False,True,0,0,True,0,1,False,False,False,False,False,True,False,True,False,False,False,False,0,0,3 or more,1,360.6,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
10050,M,BLACK,23-27,4,True,7.0,High,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,True,False,False,True,4 or more,10 or more,3 or more,0,90.54545455,0.181818187,0.0,0.0,0.0,0.101405622,0.366716867,True,True,True,False,False,0,0,0,0,0,0,0
10051,F,WHITE,48 or older,21,False,7.0,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,0,5 or more,4,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,True,True,False,False,False,False,False,False,0,4,0,1,26.8125,0.0,0.0,0.0,0.0,0.561771562,0.851398601,False,True,True,False,False,0,1,0,0,0,0,0
10052,M,BLACK,23-27,11,True,10.0,Standard,Less than HS diploma,3 or more,,Greater than 2 to 3 years,8,2,1,1,5 or more,1,False,True,2,2,False,1,2 or more,False,False,False,True,False,True,True,False,False,False,False,True,4 or more,0,0,1,45.88888889,0.222222224,0.055555556,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
10053,F,BLACK,23-27,20,,5.0,High,At least some college,0,Property,Less than 1 year,4,6 or more,1,4,0,1,False,False,1,4 or more,False,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,3 or more,192.324527744,0.152287633,0.003125252,0.001675093,0.044005038,0.0,0.0,False,True,True,False,False,1,1,1,1,1,1,1
10054,M,BLACK,23-27,1,True,10.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,0,0,True,0,0,False,False,False,False,False,True,True,False,True,True,False,False,4 or more,0,0,3 or more,51.0,0.5,0.25,0.0,0.0,0.838235294,1.0,False,True,True,False,False,0,0,0,0,0,0,0
10055,M,WHITE,33-37,10,False,9.0,Specialized,High School Diploma,1,Other,1-2 years,10 or more,6 or more,0,2,5 or more,5 or more,False,False,3 or more,4 or more,False,1,2 or more,True,False,False,True,False,True,False,False,False,False,False,False,0,7,1,1,102.8181818,0.0,0.0,0.0,0.0,1.0,1.614721485,False,True,False,False,True,1,0,0,0,0,0,0
10056,M,BLACK,23-27,18,False,6.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,114.625,0.0,0.0,0.0,0.0,1.0,0.398309706,False,False,False,False,False,0,0,0,0,0,0,0
10057,M,WHITE,23-27,14,False,7.0,High,Less than HS diploma,0,Drug,Less than 1 year,10 or more,4,1,2,1,5 or more,False,False,1,2,False,3 or more,1,False,False,False,False,False,True,False,True,False,True,False,True,4 or more,4,2,2,,0.194296608,0.000861635,0.024749768,0.000233458,0.525164114,1.598468271,False,True,False,True,False,0,0,1,1,1,1,1
10058,M,WHITE,23-27,10,False,7.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2,1,1,1,1,0,False,False,0,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,6,0,1,173.2,0.0,0.0,0.0,0.0,1.0,0.843533487,False,False,False,False,False,1,0,0,0,0,0,0
10059,M,WHITE,33-37,9,False,4.0,,High School Diploma,2,Violent/Non-Sex,1-2 years,6,2,0,0,3,4,False,False,2,1,False,1,1,False,False,False,True,False,True,True,True,False,False,False,False,0,5,0,0,28.85714286,0.0,0.0,0.0,0.0,1.0,1.808168317,False,False,False,False,False,1,0,0,0,0,0,0
10060,M,BLACK,48 or older,24,False,2.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,6,6 or more,3 or more,1,0,2,True,True,2,4 or more,True,1,0,False,True,False,False,True,True,True,True,True,True,False,False,4 or more,10 or more,2,0,5.914529915,0.017094018,0.008547009,0.07692308,0.025641026,0.193641618,1.055635838,False,True,False,False,True,0,0,0,0,0,0,0
10061,M,BLACK,28-32,7,False,5.0,Standard,High School Diploma,1,Property,Less than 1 year,8,4,0,2,3,5 or more,False,False,1,2,False,2,1,True,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,1,61.66666667,0.333333343,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
10062,M,WHITE,23-27,12,True,10.0,Standard,At least some college,0,Violent/Non-Sex,1-2 years,3,3,0,4,0,0,False,False,1,1,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,4 or more,0,0,0,69.13333333,0.06666667,0.0,0.13333334,0.13333334,0.0,0.0,False,True,False,False,True,1,0,0,0,0,0,0
10065,M,WHITE,48 or older,22,False,5.0,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,1,1,0,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,1,10 or more,0,0,61.73913043,0.0,0.0,0.0,0.0,0.996478873,0.25721831,True,False,False,False,False,1,0,0,0,0,0,0
10066,M,BLACK,28-32,21,False,5.0,Standard,High School Diploma,0,,Less than 1 year,9,2,0,1,5 or more,2,False,False,1,1,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
10067,M,BLACK,33-37,8,False,7.0,High,High School Diploma,3 or more,Property,1-2 years,8,6 or more,0,4,2,5 or more,False,True,2,4 or more,False,0,2 or more,True,False,True,False,False,False,False,False,False,False,False,True,4 or more,0,0,1,593.5,0.0,0.0,0.0,0.0,1.0,0.615417018,False,False,False,False,False,0,0,0,0,0,0,0
10068,M,BLACK,33-37,19,False,5.0,Standard,High School Diploma,3 or more,Other,Less than 1 year,9,5,1,1,2,5 or more,False,True,1,4 or more,False,0,1,True,False,False,False,True,True,False,True,False,False,False,False,0,0,0,0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
10069,M,BLACK,28-32,8,False,4.0,,High School Diploma,2,Other,Less than 1 year,5,5,0,2,2,3,False,True,3 or more,1,False,1,2 or more,True,False,True,False,True,True,False,True,False,False,False,False,0,0,0,1,37.58333333,0.166666672,0.0,0.0,0.0,0.884700665,0.809866962,False,True,False,False,True,1,0,0,0,0,0,0
10070,M,BLACK,43-47,1,False,5.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,2,2,1,0,0,False,False,0,1,True,1,0,False,False,False,False,False,False,True,True,True,False,False,False,0,0,0,0,31.33333333,0.0,0.0,0.0,0.0,1.0,1.295212766,False,False,False,False,False,1,0,0,0,0,0,0
10071,M,BLACK,48 or older,18,False,8.0,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,3,0,1,1,0,0,False,False,2,0,True,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,3 or more,49.882421538,0.0,0.0,0.0,0.0,,,False,False,False,False,False,0,0,1,0,0,0,0
10072,M,WHITE,28-32,4,False,7.0,High,Less than HS diploma,2,Drug,Less than 1 year,6,6 or more,1,3,4,5 or more,True,True,0,4 or more,True,0,2 or more,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,1,36.0,0.0,0.0,0.0,0.0,0.166666667,1.0,False,False,False,False,False,0,0,0,0,0,0,0
10073,M,WHITE,28-32,17,False,5.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,5,4,1,2,1,0,True,False,3 or more,1,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,10.150621507,0.08434356,,,0.023443718,1.0,2.0,False,True,True,False,False,1,0,1,1,1,1,1
10074,F,WHITE,28-32,10,False,6.0,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,0,7,0,1,73.46666667,0.0,0.0,0.0,0.0,0.977313975,0.662885662,False,False,False,False,False,1,1,0,0,0,0,0
10075,M,BLACK,43-47,11,False,7.0,High,High School Diploma,2,,Greater than 2 to 3 years,7,6 or more,0,2,2,5 or more,False,False,2,1,False,0,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,10 or more,3 or more,3 or more,41.54761905,0.214285716,0.0,0.0,0.0,0.916905444,1.046561605,False,False,False,False,False,1,0,0,0,0,0,0
10076,M,WHITE,28-32,20,False,5.0,Specialized,Less than HS diploma,2,Violent/Sex,More than 3 years,2,2,0,0,1,0,False,False,2,2,False,0,1,False,False,False,False,False,True,True,True,True,True,False,False,4 or more,10 or more,2,1,58.04166667,0.0,0.0,0.0,0.0,0.844221106,0.524407753,False,False,False,False,False,1,0,0,0,0,0,0
10078,F,WHITE,28-32,16,False,4.0,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,3,0,5 or more,4,4,False,True,3 or more,2,False,2,2 or more,True,False,True,False,True,True,True,True,False,False,False,False,0,3,0,1,44.8,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,1,0,0,0,0,0
10079,M,WHITE,28-32,4,False,6.0,High,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,1,3,1,0,0,1,False,False,0,1,False,0,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,,0.109527601,4.014e-06,0.003169312,0.025482648,1.0,0.424709302,False,False,False,False,False,1,0,1,1,1,1,1
10080,M,BLACK,23-27,11,True,10.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,8,1,3 or more,1,2,2,False,True,1,0,False,1,0,False,False,False,False,False,True,True,True,True,False,False,False,2,3,0,0,100.375,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
10081,M,BLACK,23-27,6,False,10.0,Specialized,High School Diploma,0,Property,Less than 1 year,6,2,0,5 or more,0,1,False,True,1,1,False,3 or more,0,False,False,False,False,False,False,False,False,False,True,False,False,0,4,1,0,43.8,0.400000006,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
10082,M,BLACK,43-47,11,False,10.0,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,2,4,False,False,3 or more,2,True,2,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,4,1,1,41.03846154,0.0,0.0,0.0,0.0,0.517338332,0.342314902,False,True,False,True,False,1,0,0,0,0,0,0
10083,M,WHITE,33-37,17,False,1.0,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,10 or more,5,1,2,5 or more,3,False,False,3 or more,3,True,2,2 or more,False,False,False,True,False,True,True,False,False,False,False,False,0,6,0,0,41.95,0.0,0.0,0.0,0.0,1.0,0.87067938,False,False,False,False,False,0,0,0,0,0,0,0
10084,M,WHITE,28-32,11,False,10.0,Specialized,High School Diploma,1,,Greater than 2 to 3 years,4,3,0,0,2,3,False,False,1,2,False,0,1,False,False,False,False,False,True,False,True,False,False,False,False,0,5,0,3 or more,157.5,0.125,0.0,0.0,0.0,0.065079365,0.289880952,False,True,True,False,False,1,0,0,0,0,0,0
10085,M,BLACK,23-27,20,True,9.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,1-2 years,4,1,1,3,0,0,False,True,1,0,False,0,0,False,False,True,True,False,True,False,False,False,False,False,False,0,0,0,1,33.71428571,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,1,0,0,0,0,0,0
10086,M,WHITE,28-32,20,False,8.0,Standard,Less than HS diploma,1,,1-2 years,6,5,1,5 or more,3,0,False,False,2,4 or more,True,3 or more,0,False,False,False,False,False,True,False,True,False,False,False,False,0,5,0,3 or more,19.1,0.0,0.0,0.0,0.150000006,1.0,1.912303665,False,True,False,True,False,1,0,0,0,0,0,0
10087,M,BLACK,43-47,4,False,3.0,Specialized,At least some college,3 or more,Violent/Non-Sex,1-2 years,3,3,3 or more,1,0,2,False,False,1,2,True,1,0,False,False,False,False,True,True,False,True,False,True,False,False,3,6,3 or more,1,174.0,0.0,0.0,0.0,0.0,0.841954023,1.0,False,False,False,False,False,1,0,0,0,0,0,0
10088,M,BLACK,23-27,8,False,8.0,High,High School Diploma,3 or more,Other,1-2 years,2,6 or more,1,1,5 or more,2,False,True,2,4 or more,False,0,2 or more,False,False,True,False,True,True,True,False,False,True,False,False,2,5,3 or more,1,93.66666667,0.166666672,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0,0,0,0,0
10089,M,BLACK,28-32,8,False,5.0,Standard,At least some college,1,Property,Less than 1 year,5,1,0,2,2,3,False,False,0,0,False,1,0,False,False,False,False,False,True,True,True,False,False,False,True,0,7,3 or more,2,,0.042441072,,0.000816595,0.011742929,0.910958904,0.83390411,False,True,False,True,False,0,0,1,1,1,1,1
10090,F,WHITE,33-37,25,,4.0,Specialized,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,9,6 or more,3 or more,5 or more,0,5 or more,False,False,2,4 or more,True,3 or more,0,True,False,False,False,False,True,True,True,False,True,False,True,4 or more,10 or more,0,2,15.92156863,0.0,0.0,0.0,0.0,1.0,1.799261084,False,True,False,False,True,0,1,0,0,0,0,0
10091,M,BLACK,43-47,20,False,10.0,Standard,Less than HS diploma,2,Property,1-2 years,6,1,1,5 or more,0,1,False,False,3 or more,0,False,3 or more,0,False,False,False,True,False,True,True,False,False,False,False,False,0,0,0,0,23.5,0.166666672,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
10092,M,BLACK,23-27,9,True,8.0,Specialized,High School Diploma,0,Property,More than 3 years,7,4,0,5 or more,2,2,False,False,1,0,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,4 or more,10 or more,0,1,26.56410256,0.102564104,0.0,0.0,0.0,1.0,0.70511583,False,False,False,False,False,1,0,0,0,0,0,0
10093,M,WHITE,48 or older,21,False,10.0,Specialized,High School Diploma,3 or more,Drug,More than 3 years,3,2,0,2,1,1,False,True,0,1,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,5,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0,0,1,0,0,0,0
10094,M,BLACK,23-27,11,True,9.0,Specialized,High School Diploma,3 or more,Property,1-2 years,9,6 or more,0,5 or more,0,0,False,True,3 or more,2,False,3 or more,0,False,False,False,False,False,False,True,False,False,False,True,False,3,0,0,1,29.5,0.25,0.0,0.25,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
10095,M,BLACK,23-27,6,False,7.0,High,Less than HS diploma,2,,Less than 1 year,5,6 or more,3 or more,5 or more,0,3,True,False,0,3,False,2,1,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,20.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
10096,M,WHITE,48 or older,17,False,3.0,Specialized,At least some college,3 or more,Drug,More than 3 years,6,4,3 or more,2,1,0,False,False,0,2,False,0,1,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,1,371.8626007,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0
10097,M,WHITE,23-27,3,False,6.0,Standard,High School Diploma,2,Drug,Less than 1 year,10 or more,6 or more,3 or more,2,2,5 or more,True,False,0,4 or more,True,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,3 or more,48.721090888,0.173665659,,0.004134939,0.019668828,0.0,0.0,True,True,True,False,False,0,0,1,1,1,1,1
10098,M,BLACK,28-32,18,False,5.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,1,0,5 or more,5 or more,False,False,2,4 or more,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,196.25,0.0,0.0,0.0,0.0,0.179617834,0.465286624,False,True,True,False,False,1,0,0,0,0,0,0
10099,M,BLACK,23-27,8,False,7.0,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,8,4,1,3,1,5 or more,True,False,1,0,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,2,114.6,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,1,0,0,0,0,0,0
10100,M,BLACK,38-42,5,True,6.0,High,High School Diploma,3 or more,Other,Less than 1 year,5,6 or more,0,1,2,2,False,True,2,2,False,0,1,False,False,True,False,True,True,False,False,False,False,True,False,0,8,0,0,32.83333333,0.083333336,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
10101,M,WHITE,28-32,24,False,6.0,High,Less than HS diploma,1,Violent/Non-Sex,1-2 years,6,5,0,1,2,5 or more,False,False,2,1,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,6,0,3 or more,53.2,0.0,0.0,0.0,0.0,0.968045113,0.68656015,False,False,False,False,False,1,0,0,0,0,0,0
10102,F,WHITE,28-32,23,True,9.0,Specialized,High School Diploma,2,Drug,1-2 years,8,3,1,1,1,3,False,False,0,3,False,0,2 or more,False,False,False,False,True,True,True,False,False,False,False,False,0,10 or more,0,3 or more,28.18518519,0.037037037,0.0,0.0,0.0,0.932982917,0.479960578,True,False,False,False,False,1,1,0,0,0,0,0
10103,F,WHITE,28-32,15,False,8.0,High,At least some college,1,Drug,1-2 years,3,1,1,0,2,1,False,False,0,0,False,0,1,True,False,False,False,True,True,False,False,False,False,False,False,0,10 or more,0,0,33.28571429,0.0,0.0,0.0,0.0,1.0,2.35139485,False,False,False,False,False,1,1,0,0,0,0,0
10104,M,BLACK,18-22,19,False,5.0,Standard,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,4,3,3 or more,0,0,2,False,False,1,2,True,0,0,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,87.0,0.0,0.0,0.0,0.0,0.350574713,1.0,False,False,False,False,False,0,0,0,0,0,0,0
10106,M,WHITE,33-37,18,True,4.0,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,4,1,0,1,0,3,False,False,1,0,False,1,0,False,False,False,False,False,True,True,True,False,False,True,True,4 or more,0,0,0,,0.271088514,0.000325935,7.78e-07,0.079041787,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1
10107,M,WHITE,33-37,19,False,6.0,High,At least some college,0,,1-2 years,4,0,0,0,2,3,False,False,0,0,False,0,0,False,False,False,True,False,True,False,False,False,False,False,False,0,0,0,0,78.66666667,0.0,0.0,0.0,0.0,1.0,1.547669492,False,True,True,False,False,0,0,0,0,0,0,0
10108,M,BLACK,38-42,7,False,3.0,,High School Diploma,1,Drug,Less than 1 year,10 or more,4,0,5 or more,5 or more,1,False,True,1,3,False,2,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,2,0,0,106.52305914,0.196922006,,1.79e-07,0.009527123,0.318471338,1.0,False,True,True,False,False,1,0,1,1,1,1,1
10109,M,BLACK,28-32,8,False,7.0,Specialized,High School Diploma,3 or more,Property,More than 3 years,5,3,0,4,1,3,False,False,2,2,False,3 or more,1,True,False,False,False,False,False,True,True,True,True,False,True,4 or more,10 or more,2,3 or more,40.94444444,0.09259259,0.037037037,0.0,0.0,0.663500678,0.495590231,False,False,False,False,False,1,0,0,0,0,0,0
10110,F,WHITE,28-32,16,False,6.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,7,0,1,0,1,5 or more,False,False,0,0,True,0,0,False,False,False,True,False,True,True,True,False,False,False,False,0,6,0,1,9.0,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,1,1,0,0,0,0,0
10111,F,BLACK,28-32,8,False,5.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,1,2,0,1,1,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,46.28571429,0.142857149,0.142857149,0.0,0.0,0.299382716,1.0,False,False,False,False,False,0,1,0,0,0,0,0
10112,M,BLACK,43-47,11,False,4.0,Standard,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,5,3 or more,5 or more,1,3,False,True,3 or more,3,True,3 or more,0,True,False,True,False,False,False,True,True,False,False,False,False,0,0,0,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
10113,M,BLACK,23-27,7,True,6.0,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,1,2,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,136.340802003,0.249539371,0.000586185,0.016058219,0.002037229,0.621052632,1.0,False,True,True,False,False,1,0,1,1,1,1,1
10114,M,WHITE,23-27,12,False,6.0,High,Less than HS diploma,0,Drug,Less than 1 year,7,4,0,2,2,4,False,False,3 or more,3,False,0,2 or more,True,False,False,False,False,False,False,False,False,True,False,False,4 or more,1,3 or more,0,19.0,0.0,0.0,0.400000006,0.0,1.0,1.0,False,True,True,False,False,1,0,0,0,0,0,0
10115,M,WHITE,28-32,4,False,5.0,Specialized,At least some college,0,Violent/Sex,More than 3 years,2,2,2,0,0,0,True,False,1,0,False,0,0,False,False,False,False,True,True,False,True,False,False,False,False,3,10 or more,1,0,82.8,0.0,0.0,0.0,0.0,0.891304348,0.882246377,False,False,False,False,False,1,0,0,0,0,0,0
10116,M,WHITE,33-37,7,True,9.0,Standard,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,1,1,False,False,2,2,False,2,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,1,111.0,0.0,0.0,0.200000003,0.0,0.812612613,0.658108108,False,True,False,True,False,0,0,0,0,0,0,0
10117,M,BLACK,33-37,3,True,5.0,,Less than HS diploma,0,Drug,Less than 1 year,10 or more,2,1,1,5 or more,5 or more,False,True,2,1,True,0,1,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,187.248127927,0.116501398,0.036960882,0.015657566,0.003233427,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1
10118,M,WHITE,23-27,12,False,8.0,High,Less than HS diploma,0,Drug,1-2 years,3,2,0,0,2,1,False,True,1,0,False,0,1,False,False,False,False,False,True,True,False,False,True,False,True,3,10 or more,1,1,157.109456415,,8.1905e-05,0.000158873,0.047718214,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1
10119,M,BLACK,38-42,12,False,6.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,2,1,5 or more,True,True,3 or more,3,True,2,0,True,False,True,False,False,False,False,False,True,False,False,False,0,5,2,0,31.95,0.0,0.0,0.0,0.0,0.96713615,0.285798122,False,False,False,False,False,1,0,0,0,0,0,0
10120,F,BLACK,43-47,7,False,9.0,Standard,Less than HS diploma,1,Property,1-2 years,10 or more,5,2,5 or more,1,4,True,False,3 or more,1,True,3 or more,0,False,False,False,True,False,True,True,False,False,False,False,False,4 or more,4,1,3 or more,29.3125,0.0,0.0,0.0,0.0,0.997867804,0.778784648,False,True,False,False,True,0,1,0,0,0,0,0
10121,M,BLACK,23-27,4,False,9.0,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,4,1,1,2,0,0,False,True,0,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,True,4 or more,10 or more,3 or more,1,99.57142857,0.285714298,0.0,0.0,0.0,0.525107604,0.262015782,True,False,False,False,False,1,0,0,0,0,0,0
10122,F,WHITE,48 or older,14,False,5.0,Standard,High School Diploma,0,,1-2 years,10 or more,0,0,2,4,2,False,True,2,1,True,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,130.8333333,0.0,0.0,0.0,0.0,1.0,0.930573248,False,True,False,True,False,0,1,0,0,0,0,0
10123,M,BLACK,28-32,9,False,7.0,High,At least some college,2,Violent/Non-Sex,Less than 1 year,6,4,2,1,2,4,False,False,0,2,False,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0,8,2,0,18.6,0.400000006,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
10124,F,WHITE,28-32,8,False,9.0,Specialized,At least some college,0,Drug,More than 3 years,2,0,0,0,2,0,False,False,0,1,False,0,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,,0.0,0.100000001,0.0,0.0,,,False,False,False,False,False,1,1,1,0,0,0,0
10125,M,BLACK,28-32,14,False,7.0,High,Less than HS diploma,1,,Greater than 2 to 3 years,7,6 or more,1,2,5 or more,5 or more,False,False,2,4 or more,True,0,2 or more,True,False,False,False,True,False,True,False,False,False,False,False,2,0,0,0,96.5,0.0,0.0,0.0625,0.0,0.972797927,0.946243523,False,False,False,False,False,1,0,0,0,0,0,0
10126,M,BLACK,23-27,1,False,8.0,High,High School Diploma,3 or more,Property,Less than 1 year,9,6 or more,0,5 or more,0,3,False,False,2,2,False,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,80.801831877,0.389954246,0.000986186,0.15577468,0.01905646,0.0,0.0,False,True,True,False,False,0,0,1,1,1,1,1
